"Date","Location","Confirmed","Cured","Deaths","Hosp","DI_Confirmed","DI_Cured","DI_Deaths","DI_Hosp"
"2020/09/24","DKI Jakarta",66731,52648,1648,12435,1044,1154,20,-130
"2020/09/25","DKI Jakarta",67902,54268,1661,11973,1171,1620,13,-462
"2020/09/26","DKI Jakarta",69224,55032,1673,12519,1322,764,12,546
"2020/09/27","DKI Jakarta",70441,56329,1686,12426,1217,1297,13,-93
"2020/09/28","DKI Jakarta",71339,57657,1695,11987,898,1328,9,-439
"2020/09/29","DKI Jakarta",72577,58775,1716,12086,1238,1118,21,99
"2020/09/30","DKI Jakarta",73736,60231,1729,11776,1159,1456,13,-310
"2020/10/01","DKI Jakarta",73736,60231,1729,11776,0,0,0,0
"2020/10/02","DKI Jakarta",76187,62009,1738,12440,2451,1778,9,664
"2020/10/03","DKI Jakarta",77452,63197,1742,12513,1265,1188,4,73
"2020/10/04","DKI Jakarta",78850,64229,1755,12866,1398,1032,13,353
"2020/10/05","DKI Jakarta",79872,65213,1771,12888,1022,984,16,22
"2020/10/06","DKI Jakarta",80979,66230,1802,12947,1107,1017,31,59
"2020/10/07","DKI Jakarta",82190,67216,1817,13157,1211,986,15,210
"2020/10/08","DKI Jakarta",83372,68260,1834,13278,1182,1044,17,121
"2020/10/09","DKI Jakarta",84315,69110,1855,13350,943,850,21,72
"2020/10/10","DKI Jakarta",84315,69110,1855,13350,0,0,0,0
"2020/10/11","DKI Jakarta",86963,71454,1889,13620,2648,2344,34,270
"2020/10/12","DKI Jakarta",88174,72540,1914,13720,1211,1086,25,100
"2020/10/13","DKI Jakarta",89228,73640,1933,13655,1054,1100,19,-65
"2020/10/14","DKI Jakarta",90266,74831,1950,13485,1038,1191,17,-170
"2020/10/15","DKI Jakarta",91337,75881,1970,13486,1071,1050,20,1
"2020/10/16","DKI Jakarta",91337,75881,1970,13486,0,0,0,0
"2020/10/17","DKI Jakarta",93356,77969,2015,13372,2019,2088,45,-114
"2020/10/18","DKI Jakarta",94327,79043,2032,13252,971,1074,17,-120
"2020/10/19","DKI Jakarta",95253,80167,2046,13040,926,1124,14,-212
"2020/10/20","DKI Jakarta",96217,81013,2068,13136,964,846,22,96
"2020/10/21","DKI Jakarta",97217,82085,2089,13043,1000,1072,21,-93
"2020/10/22","DKI Jakarta",98206,83244,2105,12857,989,1159,16,-186
"2020/03/03","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/04","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/05","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/06","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/07","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/08","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/09","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/10","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/11","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/12","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/13","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/14","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/15","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/16","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/17","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/18","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/19","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/20","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/21","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/22","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/23","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/24","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/25","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/26","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/27","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/28","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/29","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/30","Gorontalo",0,0,0,0,0,0,0,0
"2020/03/31","Gorontalo",0,0,0,0,0,0,0,0
"2020/04/01","Gorontalo",0,0,0,0,0,0,0,0
"2020/04/02","Gorontalo",0,0,0,0,0,0,0,0
"2020/04/03","Gorontalo",0,0,0,0,0,0,0,0
"2020/04/04","Gorontalo",0,0,0,0,0,0,0,0
"2020/04/05","Gorontalo",0,0,0,0,0,0,0,0
"2020/04/06","Gorontalo",0,0,0,0,0,0,0,0
"2020/04/07","Gorontalo",0,0,0,0,0,0,0,0
"2020/04/08","Gorontalo",0,0,0,0,0,0,0,0
"2020/04/09","Gorontalo",0,0,0,0,0,0,0,0
"2020/04/10","Gorontalo",1,0,0,1,1,0,0,1
"2020/04/11","Gorontalo",1,0,0,1,0,0,0,0
"2020/04/12","Gorontalo",1,0,0,1,0,0,0,0
"2020/04/13","Gorontalo",1,0,0,1,0,0,0,0
"2020/04/14","Gorontalo",1,0,0,1,0,0,0,0
"2020/04/15","Gorontalo",1,0,0,1,0,0,0,0
"2020/04/16","Gorontalo",4,0,0,4,3,0,0,3
"2020/04/17","Gorontalo",4,0,0,4,0,0,0,0
"2020/04/18","Gorontalo",4,0,0,4,0,0,0,0
"2020/04/19","Gorontalo",4,0,0,4,0,0,0,0
"2020/04/20","Gorontalo",4,0,0,4,0,0,0,0
"2020/04/21","Gorontalo",7,0,1,6,3,0,1,2
"2020/04/22","Gorontalo",7,0,1,6,0,0,0,0
"2020/04/23","Gorontalo",7,0,1,6,0,0,0,0
"2020/04/24","Gorontalo",12,0,1,11,5,0,0,5
"2020/04/25","Gorontalo",14,0,1,13,2,0,0,2
"2020/04/26","Gorontalo",15,0,1,14,1,0,0,1
"2020/04/27","Gorontalo",14,0,1,13,-1,0,0,-1
"2020/04/28","Gorontalo",15,0,1,14,1,0,0,1
"2020/04/29","Gorontalo",15,2,1,12,0,2,0,-2
"2020/04/30","Gorontalo",15,2,1,12,0,0,0,0
"2020/05/01","Gorontalo",15,2,1,12,0,0,0,0
"2020/05/02","Gorontalo",15,2,1,12,0,0,0,0
"2020/05/03","Gorontalo",15,2,1,12,0,0,0,0
"2020/05/04","Gorontalo",15,2,1,12,0,0,0,0
"2020/05/05","Gorontalo",15,2,1,12,0,0,0,0
"2020/05/06","Gorontalo",15,2,1,12,0,0,0,0
"2020/05/07","Gorontalo",19,4,1,14,4,2,0,2
"2020/05/08","Gorontalo",19,8,1,10,0,4,0,-4
"2020/05/09","Gorontalo",19,8,1,10,0,0,0,0
"2020/05/10","Gorontalo",19,11,1,7,0,3,0,-3
"2020/05/11","Gorontalo",19,12,1,6,0,1,0,-1
"2020/05/12","Gorontalo",19,12,1,6,0,0,0,0
"2020/05/13","Gorontalo",19,12,1,6,0,0,0,0
"2020/05/14","Gorontalo",21,13,1,7,2,1,0,1
"2020/05/15","Gorontalo",22,14,1,7,1,1,0,0
"2020/05/16","Gorontalo",23,15,1,7,1,1,0,0
"2020/05/17","Gorontalo",24,15,2,7,1,0,1,0
"2020/05/18","Gorontalo",28,15,2,11,4,0,0,4
"2020/05/19","Gorontalo",28,15,2,11,0,0,0,0
"2020/05/20","Gorontalo",28,15,2,11,0,0,0,0
"2020/05/21","Gorontalo",44,15,2,27,16,0,0,16
"2020/05/22","Gorontalo",47,15,2,30,3,0,0,3
"2020/05/23","Gorontalo",49,17,2,30,2,2,0,0
"2020/05/24","Gorontalo",58,18,2,38,9,1,0,8
"2020/05/25","Gorontalo",58,18,2,38,0,0,0,0
"2020/05/26","Gorontalo",58,18,2,38,0,0,0,0
"2020/05/27","Gorontalo",60,18,2,40,2,0,0,2
"2020/05/28","Gorontalo",65,19,2,44,5,1,0,4
"2020/05/29","Gorontalo",68,23,3,42,3,4,1,-2
"2020/05/30","Gorontalo",69,23,3,43,1,0,0,1
"2020/05/31","Gorontalo",94,26,3,65,25,3,0,22
"2020/06/01","Gorontalo",94,26,3,65,0,0,0,0
"2020/06/02","Gorontalo",108,29,6,73,14,3,3,8
"2020/06/03","Gorontalo",118,29,6,83,10,0,0,10
"2020/06/04","Gorontalo",121,29,6,86,3,0,0,3
"2020/06/05","Gorontalo",121,32,6,83,0,3,0,-3
"2020/06/06","Gorontalo",126,44,6,76,5,12,0,-7
"2020/06/07","Gorontalo",134,54,6,74,8,10,0,-2
"2020/06/08","Gorontalo",134,54,6,74,0,0,0,0
"2020/06/09","Gorontalo",139,62,7,70,5,8,1,-4
"2020/06/10","Gorontalo",145,69,7,69,6,7,0,-1
"2020/06/11","Gorontalo",149,69,7,73,4,0,0,4
"2020/06/12","Gorontalo",181,79,7,95,32,10,0,22
"2020/06/13","Gorontalo",185,80,8,97,4,1,1,2
"2020/06/14","Gorontalo",185,80,8,97,0,0,0,0
"2020/06/15","Gorontalo",208,87,8,113,23,7,0,16
"2020/06/16","Gorontalo",214,90,8,116,6,3,0,3
"2020/06/17","Gorontalo",214,90,8,116,0,0,0,0
"2020/06/18","Gorontalo",214,90,8,116,0,0,0,0
"2020/06/19","Gorontalo",220,125,8,87,6,35,0,-29
"2020/06/20","Gorontalo",220,125,8,87,0,0,0,0
"2020/06/21","Gorontalo",227,138,8,81,7,13,0,-6
"2020/06/22","Gorontalo",230,142,8,80,3,4,0,-1
"2020/06/23","Gorontalo",231,142,8,81,1,0,0,1
"2020/06/24","Gorontalo",238,173,8,57,7,31,0,-24
"2020/06/25","Gorontalo",243,195,8,40,5,22,0,-17
"2020/06/26","Gorontalo",243,195,8,40,0,0,0,0
"2020/06/27","Gorontalo",243,195,8,40,0,0,0,0
"2020/06/28","Gorontalo",243,195,8,40,0,0,0,0
"2020/06/29","Gorontalo",243,195,8,40,0,0,0,0
"2020/06/30","Gorontalo",249,210,10,29,6,15,2,-11
"2020/07/01","Gorontalo",249,213,10,26,0,3,0,-3
"2020/07/02","Gorontalo",256,222,11,23,7,9,1,-3
"2020/07/03","Gorontalo",261,226,11,24,5,4,0,1
"2020/07/04","Gorontalo",269,227,11,31,8,1,0,7
"2020/07/05","Gorontalo",269,227,11,31,0,0,0,0
"2020/07/06","Gorontalo",271,227,13,31,2,0,2,0
"2020/07/07","Gorontalo",276,227,15,34,5,0,2,3
"2020/07/08","Gorontalo",286,227,16,43,10,0,1,9
"2020/07/09","Gorontalo",286,227,16,43,0,0,0,0
"2020/07/10","Gorontalo",316,228,17,71,30,1,1,28
"2020/07/11","Gorontalo",345,230,17,98,29,2,0,27
"2020/07/12","Gorontalo",359,230,17,112,14,0,0,14
"2020/07/13","Gorontalo",363,236,17,110,4,6,0,-2
"2020/07/14","Gorontalo",385,238,17,130,22,2,0,20
"2020/07/15","Gorontalo",392,257,20,115,7,19,3,-15
"2020/07/16","Gorontalo",416,277,21,118,24,20,1,3
"2020/07/17","Gorontalo",425,301,23,101,9,24,2,-17
"2020/07/18","Gorontalo",426,304,25,97,1,3,2,-4
"2020/07/19","Gorontalo",537,311,27,199,111,7,2,102
"2020/07/20","Gorontalo",537,311,27,199,0,0,0,0
"2020/07/21","Gorontalo",616,311,29,276,79,0,2,77
"2020/07/22","Gorontalo",616,311,30,275,0,0,1,-1
"2020/07/23","Gorontalo",620,322,30,268,4,11,0,-7
"2020/07/24","Gorontalo",694,333,30,331,74,11,0,63
"2020/07/25","Gorontalo",796,347,30,419,102,14,0,88
"2020/07/28","Gorontalo",851,397,33,421,31,15,2,14
"2020/07/31","Gorontalo",1015,544,34,437,0,76,0,-76
"2020/08/03","Gorontalo",1322,700,35,587,38,62,0,-24
"2020/08/04","Gorontalo",1387,763,37,587,65,63,2,0
"2020/08/05","Gorontalo",1427,794,38,595,40,31,1,8
"2020/08/06","Gorontalo",1431,915,38,478,4,121,0,-117
"2020/08/07","Gorontalo",1469,1017,38,414,38,102,0,-64
"2020/08/10","Gorontalo",1614,1134,41,439,65,19,3,43
"2020/08/11","Gorontalo",1617,1190,41,386,3,56,0,-53
"2020/08/12","Gorontalo",1664,1222,42,400,47,32,1,14
"2020/08/15","Gorontalo",1675,1271,44,360,0,0,0,0
"2020/08/16","Gorontalo",1721,1305,45,371,46,34,1,11
"2020/08/17","Gorontalo",1788,1309,47,432,67,4,2,61
"2020/08/18","Gorontalo",1821,1362,47,412,33,53,0,-20
"2020/08/19","Gorontalo",1875,1401,47,427,54,39,0,15
"2020/08/20","Gorontalo",1875,1448,47,380,0,47,0,-47
"2020/08/21","Gorontalo",1887,1476,49,362,12,28,2,-18
"2020/08/22","Gorontalo",1887,1508,49,330,0,32,0,-32
"2020/08/23","Gorontalo",1959,1515,50,394,72,7,1,64
"2020/08/24","Gorontalo",1959,1565,51,343,0,50,1,-51
"2020/08/25","Gorontalo",1970,1565,51,354,11,0,0,11
"2020/08/26","Gorontalo",1970,1592,51,327,0,27,0,-27
"2020/08/30","Gorontalo",2041,1773,54,214,0,5,0,-5
"2020/08/31","Gorontalo",2041,1789,54,198,0,16,0,-16
"2020/09/01","Gorontalo",2075,1816,54,205,34,27,0,7
"2020/09/02","Gorontalo",2090,1833,54,203,15,17,0,-2
"2020/09/03","Gorontalo",2151,1849,55,247,61,16,1,44
"2020/09/04","Gorontalo",2160,1855,55,250,9,6,0,3
"2020/09/05","Gorontalo",2182,1875,60,247,22,20,5,-3
"2020/09/06","Gorontalo",2182,1875,60,247,0,0,0,0
"2020/09/07","Gorontalo",2201,1905,60,236,19,30,0,-11
"2020/09/08","Gorontalo",2225,1916,61,248,24,11,1,12
"2020/09/11","Gorontalo",2241,1923,61,257,0,0,0,0
"2020/09/12","Gorontalo",2282,1967,63,252,41,44,2,-5
"2020/09/13","Gorontalo",2314,1971,65,278,32,4,2,26
"2020/09/14","Gorontalo",2314,2019,67,228,0,48,2,-50
"2020/09/15","Gorontalo",2330,2058,67,205,16,39,0,-23
"2020/09/16","Gorontalo",2330,2058,67,205,0,0,0,0
"2020/09/17","Gorontalo",2341,2091,67,183,11,33,0,-22
"2020/09/18","Gorontalo",2353,2108,69,176,12,17,2,-7
"2020/09/19","Gorontalo",2375,2120,69,186,22,12,0,10
"2020/09/20","Gorontalo",2435,2123,69,243,60,3,0,57
"2020/09/21","Gorontalo",2437,2143,69,225,2,20,0,-18
"2020/09/22","Gorontalo",2441,2154,71,216,4,11,2,-9
"2020/09/23","Gorontalo",2489,2169,73,247,48,15,2,31
"2020/09/24","Gorontalo",2489,2190,73,226,0,21,0,-21
"2020/09/25","Gorontalo",2534,2199,75,260,45,9,2,34
"2020/09/26","Gorontalo",2539,2205,75,259,5,6,0,-1
"2020/09/27","Gorontalo",2572,2217,75,280,33,12,0,21
"2020/09/28","Gorontalo",2659,2227,75,357,87,10,0,77
"2020/09/29","Gorontalo",2671,2243,75,353,12,16,0,-4
"2020/09/30","Gorontalo",2753,2263,76,414,82,20,1,61
"2020/10/01","Gorontalo",2753,2263,76,414,0,0,0,0
"2020/10/02","Gorontalo",2775,2319,76,380,22,56,0,-34
"2020/10/03","Gorontalo",2775,2328,76,371,0,9,0,-9
"2020/10/04","Gorontalo",2816,2359,76,381,41,31,0,10
"2020/10/05","Gorontalo",2839,2392,77,370,23,33,1,-11
"2020/10/06","Gorontalo",2839,2419,77,343,0,27,0,-27
"2020/10/07","Gorontalo",2922,2443,77,402,83,24,0,59
"2020/10/08","Gorontalo",2931,2443,78,410,9,0,1,8
"2020/10/09","Gorontalo",2933,2549,78,306,2,106,0,-104
"2020/10/10","Gorontalo",2933,2549,78,306,0,0,0,0
"2020/10/11","Gorontalo",2947,2612,78,257,14,63,0,-49
"2020/10/12","Gorontalo",2949,2658,78,213,2,46,0,-44
"2020/10/13","Gorontalo",2949,2694,78,177,0,36,0,-36
"2020/10/14","Gorontalo",2959,2710,78,171,10,16,0,-6
"2020/10/15","Gorontalo",2960,2758,79,123,1,48,1,-48
"2020/10/16","Gorontalo",2960,2758,79,123,0,0,0,0
"2020/10/17","Gorontalo",2964,2775,79,110,4,17,0,-13
"2020/10/18","Gorontalo",2967,2775,79,113,3,0,0,3
"2020/10/19","Gorontalo",2969,2797,79,93,2,22,0,-20
"2020/10/20","Gorontalo",2969,2798,80,91,0,1,1,-2
"2020/10/21","Gorontalo",2972,2802,81,89,3,4,1,-2
"2020/10/22","Gorontalo",2975,2815,81,79,3,13,0,-10
"2020/03/03","Jambi",0,0,0,0,0,0,0,0
"2020/03/04","Jambi",0,0,0,0,0,0,0,0
"2020/03/05","Jambi",0,0,0,0,0,0,0,0
"2020/03/06","Jambi",0,0,0,0,0,0,0,0
"2020/03/07","Jambi",0,0,0,0,0,0,0,0
"2020/03/08","Jambi",0,0,0,0,0,0,0,0
"2020/03/09","Jambi",0,0,0,0,0,0,0,0
"2020/03/10","Jambi",0,0,0,0,0,0,0,0
"2020/03/11","Jambi",0,0,0,0,0,0,0,0
"2020/03/12","Jambi",0,0,0,0,0,0,0,0
"2020/03/13","Jambi",0,0,0,0,0,0,0,0
"2020/03/14","Jambi",0,0,0,0,0,0,0,0
"2020/03/15","Jambi",0,0,0,0,0,0,0,0
"2020/03/16","Jambi",0,0,0,0,0,0,0,0
"2020/03/17","Jambi",0,0,0,0,0,0,0,0
"2020/03/18","Jambi",0,0,0,0,0,0,0,0
"2020/03/19","Jambi",0,0,0,0,0,0,0,0
"2020/03/20","Jambi",0,0,0,0,0,0,0,0
"2020/03/21","Jambi",0,0,0,0,0,0,0,0
"2020/03/22","Jambi",0,0,0,0,0,0,0,0
"2020/03/23","Jambi",1,0,0,1,1,0,0,1
"2020/03/24","Jambi",1,0,0,1,0,0,0,0
"2020/03/25","Jambi",1,0,0,1,0,0,0,0
"2020/03/26","Jambi",1,0,0,1,0,0,0,0
"2020/03/27","Jambi",1,0,0,1,0,0,0,0
"2020/03/28","Jambi",1,0,0,1,0,0,0,0
"2020/03/29","Jambi",1,0,0,1,0,0,0,0
"2020/03/30","Jambi",2,0,0,2,1,0,0,1
"2020/03/31","Jambi",2,0,0,2,0,0,0,0
"2020/04/01","Jambi",2,0,0,2,0,0,0,0
"2020/04/02","Jambi",2,0,0,2,0,0,0,0
"2020/04/03","Jambi",2,0,0,2,0,0,0,0
"2020/04/04","Jambi",2,0,0,2,0,0,0,0
"2020/04/05","Jambi",2,0,0,2,0,0,0,0
"2020/04/06","Jambi",2,0,0,2,0,0,0,0
"2020/04/07","Jambi",2,0,0,2,0,0,0,0
"2020/04/08","Jambi",2,0,0,2,0,0,0,0
"2020/04/09","Jambi",2,0,0,2,0,0,0,0
"2020/04/10","Jambi",2,0,0,2,0,0,0,0
"2020/04/11","Jambi",4,0,0,4,2,0,0,2
"2020/04/12","Jambi",4,0,0,4,0,0,0,0
"2020/04/13","Jambi",4,0,0,4,0,0,0,0
"2020/04/14","Jambi",5,0,0,5,1,0,0,1
"2020/04/15","Jambi",6,0,0,6,1,0,0,1
"2020/04/16","Jambi",7,0,0,7,1,0,0,1
"2020/04/17","Jambi",8,0,0,8,1,0,0,1
"2020/04/18","Jambi",8,0,0,8,0,0,0,0
"2020/04/19","Jambi",8,0,0,8,0,0,0,0
"2020/04/20","Jambi",8,1,0,7,0,1,0,-1
"2020/04/21","Jambi",13,1,0,12,5,0,0,5
"2020/04/22","Jambi",13,1,0,12,0,0,0,0
"2020/04/23","Jambi",14,1,0,13,1,0,0,1
"2020/04/24","Jambi",18,1,0,17,4,0,0,4
"2020/04/25","Jambi",21,1,0,20,3,0,0,3
"2020/04/26","Jambi",32,1,0,31,11,0,0,11
"2020/04/27","Jambi",32,1,0,31,0,0,0,0
"2020/04/28","Jambi",32,1,0,31,0,0,0,0
"2020/04/29","Jambi",32,1,0,31,0,0,0,0
"2020/04/30","Jambi",32,1,0,31,0,0,0,0
"2020/05/01","Jambi",32,1,0,31,0,0,0,0
"2020/05/02","Jambi",32,1,0,31,0,0,0,0
"2020/05/03","Jambi",38,1,0,37,6,0,0,6
"2020/05/04","Jambi",38,1,0,37,0,0,0,0
"2020/05/05","Jambi",43,1,0,42,5,0,0,5
"2020/05/06","Jambi",47,1,0,46,4,0,0,4
"2020/05/07","Jambi",47,1,0,46,0,0,0,0
"2020/05/08","Jambi",47,1,0,46,0,0,0,0
"2020/05/09","Jambi",62,1,0,61,15,0,0,15
"2020/05/10","Jambi",64,3,0,61,2,2,0,0
"2020/05/11","Jambi",65,3,0,62,1,0,0,1
"2020/05/12","Jambi",65,3,0,62,0,0,0,0
"2020/05/13","Jambi",65,3,0,62,0,0,0,0
"2020/05/14","Jambi",66,3,0,63,1,0,0,1
"2020/05/15","Jambi",69,3,0,66,3,0,0,3
"2020/05/16","Jambi",79,3,0,76,10,0,0,10
"2020/05/17","Jambi",80,4,0,76,1,1,0,0
"2020/05/18","Jambi",81,4,0,77,1,0,0,1
"2020/05/19","Jambi",84,4,0,80,3,0,0,3
"2020/05/20","Jambi",89,4,0,85,5,0,0,5
"2020/05/21","Jambi",89,4,0,85,0,0,0,0
"2020/05/22","Jambi",91,8,0,83,2,4,0,-2
"2020/05/23","Jambi",91,8,0,83,0,0,0,0
"2020/05/24","Jambi",95,13,0,82,4,5,0,-1
"2020/05/25","Jambi",97,15,0,82,2,2,0,0
"2020/05/26","Jambi",97,15,0,82,0,0,0,0
"2020/05/27","Jambi",97,15,0,82,0,0,0,0
"2020/05/28","Jambi",97,15,0,82,0,0,0,0
"2020/05/29","Jambi",97,15,0,82,0,0,0,0
"2020/05/30","Jambi",97,15,0,82,0,0,0,0
"2020/05/31","Jambi",97,15,0,82,0,0,0,0
"2020/06/01","Jambi",97,15,0,82,0,0,0,0
"2020/06/02","Jambi",97,15,0,82,0,0,0,0
"2020/06/03","Jambi",97,17,0,80,0,2,0,-2
"2020/06/04","Jambi",99,27,0,72,2,10,0,-8
"2020/06/05","Jambi",101,27,0,74,2,0,0,2
"2020/06/06","Jambi",103,27,0,76,2,0,0,2
"2020/06/07","Jambi",103,27,0,76,0,0,0,0
"2020/06/08","Jambi",103,27,0,76,0,0,0,0
"2020/06/09","Jambi",103,27,0,76,0,0,0,0
"2020/06/10","Jambi",105,27,0,78,2,0,0,2
"2020/06/11","Jambi",105,27,0,78,0,0,0,0
"2020/06/12","Jambi",106,27,0,79,1,0,0,1
"2020/06/13","Jambi",108,37,0,71,2,10,0,-8
"2020/06/14","Jambi",108,37,0,71,0,0,0,0
"2020/06/15","Jambi",108,37,0,71,0,0,0,0
"2020/06/16","Jambi",108,45,0,63,0,8,0,-8
"2020/06/17","Jambi",109,45,0,64,1,0,0,1
"2020/06/18","Jambi",109,45,0,64,0,0,0,0
"2020/06/19","Jambi",112,46,0,66,3,1,0,2
"2020/06/20","Jambi",112,46,0,66,0,0,0,0
"2020/06/21","Jambi",112,46,0,66,0,0,0,0
"2020/06/22","Jambi",112,46,0,66,0,0,0,0
"2020/06/23","Jambi",114,66,0,48,2,20,0,-18
"2020/06/24","Jambi",114,66,0,48,0,0,0,0
"2020/06/25","Jambi",114,66,0,48,0,0,0,0
"2020/06/26","Jambi",114,66,0,48,0,0,0,0
"2020/06/27","Jambi",117,69,0,48,3,3,0,0
"2020/06/28","Jambi",117,69,0,48,0,0,0,0
"2020/06/29","Jambi",117,69,0,48,0,0,0,0
"2020/06/30","Jambi",117,69,0,48,0,0,0,0
"2020/07/01","Jambi",117,77,0,40,0,8,0,-8
"2020/07/02","Jambi",117,77,0,40,0,0,0,0
"2020/07/03","Jambi",117,77,0,40,0,0,0,0
"2020/07/04","Jambi",117,77,0,40,0,0,0,0
"2020/07/05","Jambi",120,81,0,39,3,4,0,-1
"2020/07/06","Jambi",120,81,1,38,0,0,1,-1
"2020/07/07","Jambi",121,81,1,39,1,0,0,1
"2020/07/08","Jambi",121,81,1,39,0,0,0,0
"2020/07/09","Jambi",122,81,1,40,1,0,0,1
"2020/07/10","Jambi",122,84,1,37,0,3,0,-3
"2020/07/11","Jambi",122,84,1,37,0,0,0,0
"2020/07/12","Jambi",122,93,1,28,0,9,0,-9
"2020/07/13","Jambi",122,93,1,28,0,0,0,0
"2020/07/14","Jambi",124,93,2,29,2,0,1,1
"2020/07/15","Jambi",125,95,2,28,1,2,0,-1
"2020/07/16","Jambi",125,95,2,28,0,0,0,0
"2020/07/17","Jambi",126,98,2,26,1,3,0,-2
"2020/07/18","Jambi",132,101,2,29,6,3,0,3
"2020/07/19","Jambi",132,104,2,26,0,3,0,-3
"2020/07/20","Jambi",132,104,2,26,0,0,0,0
"2020/07/21","Jambi",134,104,2,28,2,0,0,2
"2020/07/22","Jambi",136,108,2,26,2,4,0,-2
"2020/07/23","Jambi",136,110,2,24,0,2,0,-2
"2020/07/24","Jambi",138,111,2,25,2,1,0,1
"2020/07/25","Jambi",139,112,2,25,1,1,0,0
"2020/07/28","Jambi",139,112,2,25,0,0,0,0
"2020/07/31","Jambi",162,115,4,43,6,0,0,6
"2020/08/03","Jambi",169,115,4,50,0,0,0,0
"2020/08/04","Jambi",188,116,4,68,19,1,0,18
"2020/08/05","Jambi",193,116,4,73,5,0,0,5
"2020/08/06","Jambi",193,116,4,73,0,0,0,0
"2020/08/07","Jambi",205,117,4,84,12,1,0,11
"2020/08/10","Jambi",210,118,4,88,0,1,0,-1
"2020/08/11","Jambi",210,118,4,88,0,0,0,0
"2020/08/12","Jambi",215,119,4,92,5,1,0,4
"2020/08/15","Jambi",222,120,4,98,0,0,0,0
"2020/08/16","Jambi",225,121,4,100,3,1,0,2
"2020/08/17","Jambi",245,122,4,119,20,1,0,19
"2020/08/18","Jambi",245,122,4,119,0,0,0,0
"2020/08/19","Jambi",250,126,4,120,5,4,0,1
"2020/08/20","Jambi",250,126,4,120,0,0,0,0
"2020/08/21","Jambi",271,130,5,136,21,4,1,16
"2020/08/22","Jambi",274,131,5,138,3,1,0,2
"2020/08/23","Jambi",274,131,5,138,0,0,0,0
"2020/08/24","Jambi",274,131,5,138,0,0,0,0
"2020/08/25","Jambi",281,133,5,143,7,2,0,5
"2020/08/26","Jambi",289,137,5,147,8,4,0,4
"2020/08/30","Jambi",302,149,5,148,0,0,0,0
"2020/08/31","Jambi",302,156,5,141,0,7,0,-7
"2020/09/01","Jambi",302,156,5,141,0,0,0,0
"2020/09/02","Jambi",303,156,5,142,1,0,0,1
"2020/09/03","Jambi",303,157,5,141,0,1,0,-1
"2020/09/04","Jambi",304,170,5,129,1,13,0,-12
"2020/09/05","Jambi",304,181,5,118,0,11,0,-11
"2020/09/06","Jambi",304,181,5,118,0,0,0,0
"2020/09/07","Jambi",304,181,5,118,0,0,0,0
"2020/09/08","Jambi",304,181,5,118,0,0,0,0
"2020/09/11","Jambi",308,187,5,116,0,0,0,0
"2020/09/12","Jambi",319,229,7,83,11,42,2,-33
"2020/09/13","Jambi",321,233,7,81,2,4,0,-2
"2020/09/14","Jambi",321,233,7,81,0,0,0,0
"2020/09/15","Jambi",331,233,7,91,10,0,0,10
"2020/09/16","Jambi",331,233,7,91,0,0,0,0
"2020/09/17","Jambi",351,249,8,94,20,16,1,3
"2020/09/18","Jambi",358,252,8,98,7,3,0,4
"2020/09/19","Jambi",372,254,8,110,14,2,0,12
"2020/09/20","Jambi",386,255,8,123,14,1,0,13
"2020/09/21","Jambi",386,256,8,122,0,1,0,-1
"2020/09/22","Jambi",386,256,8,122,0,0,0,0
"2020/09/23","Jambi",395,260,8,127,9,4,0,5
"2020/09/24","Jambi",399,262,8,129,4,2,0,2
"2020/09/25","Jambi",409,263,8,138,10,1,0,9
"2020/09/26","Jambi",425,263,9,153,16,0,1,15
"2020/09/27","Jambi",446,265,9,172,21,2,0,19
"2020/09/28","Jambi",467,265,9,193,21,0,0,21
"2020/09/29","Jambi",490,265,11,214,23,0,2,21
"2020/09/30","Jambi",513,265,11,237,23,0,0,23
"2020/10/01","Jambi",513,265,11,237,0,0,0,0
"2020/10/02","Jambi",558,273,14,271,45,8,3,34
