"Date","jumlah_spesimen_pcr_tcm","jumlah_spesimen_antigen","jumlah_spesimen_total","jumlah_spesimen_avg7d","jumlah_orang_antigen","jumlah_orang_pcr_tcm","jumlah_orang_total","jumlah_orang_avg7d","jumlah_spesimen_pcr_tcm_kum","jumlah_spesimen_antigen_kum","jumlah_spesimen_total_kum","jumlah_orang_pcr_tcm_kum","jumlah_orang_antigen_kum","jumlah_orang_total_kum","jumlah_vaksinasi_1","jumlah_vaksinasi_1_avg7d","jumlah_vaksinasi_2","jumlah_vaksinasi_2_avg7d","jumlah_jumlah_vaksinasi_1_kum","jumlah_jumlah_vaksinasi_2_kum"
"2022-01-09",45227,210655,255882,0,150089,27124,177213,0,31952944,33561983,65514927,18773077,25404898,44177975,563401,0,250044,0,170143626,116819952
"2022-01-10",33970,225575,259545,0,161752,19674,181426,0,31986914,33787558,65774472,18792751,25566650,44359401,392712,0,179332,0,170536338,116999284
"2022-01-11",48660,239807,288467,0,174113,29593,203706,0,32035574,34027365,66062939,18822344,25740763,44563107,519866,0,334376,0,171056204,117333660
"2022-01-12",45575,228231,273806,0,170600,28036,198636,0,32081149,34255596,66336745,18850380,25911363,44761743,1099390,0,613814,0,172155594,117947474
"2022-01-13",50405,227861,278266,0,166649,28878,195527,0,32131554,34483457,66615011,18879258,26078012,44957270,1092662,0,541455,0,173248256,118488929
"2022-01-14",50699,229864,280563,0,168304,30071,198375,0,32182253,34713321,66895574,18909329,26246316,45155645,1043329,0,463085,0,174291585,118952014
"2022-01-15",48836,229020,277856,0,166661,29759,196420,0,32231089,34942341,67173430,18939088,26412977,45352065,1353886,0,472567,0,175645471,119424581
"2022-01-16",46024,205464,251488,0,137644,28861,166505,0,32277113,35147805,67424918,18967949,26550621,45518570,656518,0,321951,0,176301989,119746532
"2022-01-17",33034,236479,269513,0,158988,19295,178283,0,32310147,35384284,67694431,18987244,26709609,45696853,327952,0,246320,0,176629941,119992852
"2022-01-18",50267,228660,278927,0,166012,28296,194308,0,32360414,35612944,67973358,19015540,26875621,45891161,629436,0,628236,0,177259377,120621088
"2022-01-19",53679,174181,227860,0,121465,30551,152016,0,32414093,35787125,68201218,19046091,26997086,46043177,1001759,0,945503,0,178261136,121566591
"2022-01-20",55804,270310,326114,0,151235,32296,183531,0,32469897,36057435,68527332,19078387,27148321,46226708,892608,0,811675,0,179153744,122378266
"2022-01-21",55526,236879,292405,0,168626,31554,200180,0,32525423,36294314,68819737,19109941,27316947,46426888,867910,0,789007,0,180021654,123167273
"2022-01-22",57265,223896,281161,0,160456,34044,194500,0,32582688,36518210,69100898,19143985,27477403,46621388,692896,0,615113,0,180714550,123782386
"2022-01-23",52763,199144,251907,0,133013,30813,163826,0,32635451,36717354,69352805,19174798,27610416,46785214,416783,0,298408,0,181131333,124080794
"2022-01-24",44981,213811,258792,0,150224,25539,175763,0,32680432,36931165,69611597,19200337,27760640,46960977,246186,0,253678,0,181377519,124334472
"2022-01-25",67395,192280,259675,0,138820,37587,176407,0,32747827,37123445,69871272,19237924,27899460,47137384,646501,0,772370,0,182024020,125106842
"2022-01-26",75055,273986,349041,0,201851,42562,244413,0,32822882,37397431,70220313,19280486,28101311,47381797,476807,0,566671,0,182500827,125673513
"2022-01-27",82151,264582,346733,0,190940,45711,236651,0,32905033,37662013,70567046,19326197,28292251,47618448,559208,0,739951,0,183060035,126413464
"2022-01-28",83786,289098,372884,0,209025,49120,258145,0,32988819,37951111,70939930,19375317,28501276,47876593,616997,0,751062,0,183677032,127164526
"2022-01-29",95402,287999,383401,0,207253,53797,261050,0,33084221,38239110,71323331,19429114,28708529,48137643,510006,0,562947,0,184187038,127727473
"2022-01-30",85670,228727,314397,0,155803,50000,205803,0,33169891,38467837,71637728,19479114,28864332,48343446,370677,0,278290,0,184557715,128005763
"2022-01-31",70089,245961,316050,0,164535,37858,202393,0,33239980,38713798,71953778,19516972,29028867,48545839,123282,0,22311,0,184680997,128028074
"2022-02-01",111453,266135,377588,0,176488,59417,235905,0,33351433,38979933,72331366,19576389,29205355,48781744,440655,0,627615,0,185121652,128655689
"2022-02-02",92954,261237,354191,0,176602,50356,226958,0,33444387,39241170,72685557,19626745,29381957,49008702,115894,0,81977,0,185237546,128737666
"2022-02-03",132486,340656,473142,0,235996,71991,307987,0,33576873,39581826,73158699,19698736,29617953,49316689,385020,0,667861,0,185622566,129405527
"2022-02-04",149246,331674,480920,0,229020,83957,312977,0,33726119,39913500,73639619,19782693,29846973,49629666,396673,0,716993,0,186019239,130122520
"2022-02-05",151143,323891,475034,0,221594,84648,306242,0,33877262,40237391,74114653,19867341,30068567,49935908,368832,0,661679,0,186388071,130784199
"2022-02-06",147613,277613,425226,0,182011,83548,265559,0,34024875,40515004,74539879,19950889,30250578,50201467,201679,0,296532,0,186589750,131080731
"2022-02-07",108256,177533,285789,0,118183,62784,180967,0,34133131,40692537,74825668,20013673,30368761,50382434,113640,0,38694,0,186703390,131119425
"2022-02-08",149422,305497,454919,0,201431,83207,284638,0,34282553,40998034,75280587,20096880,30570192,50667072,344172,0,970694,0,187047562,132090119
"2022-02-09",172084,232422,404506,0,150516,95309,245825,0,34454637,41230456,75685093,20192189,30720708,50912897,242445,0,577872,0,187290007,132667991
"2022-02-10",153861,232202,386063,0,156230,82458,238688,0,34608498,41462658,76071156,20274647,30876938,51151585,406703,0,1035757,0,187696710,133703748
"2022-02-11",140433,223132,363565,0,149132,77370,226502,0,34748931,41685790,76434721,20352017,31026070,51378087,222044,0,700241,0,187918754,134403989
"2022-02-12",202232,327809,530041,0,214329,106816,321145,0,34951163,42013599,76964762,20458833,31240399,51699232,141952,0,805244,0,188060706,135209233
"2022-02-13",168170,282870,451040,0,184834,87659,272493,0,35119333,42296469,77415802,20546492,31425233,51971725,222145,0,557443,0,188282851,135766676
"2022-02-14",119509,320689,440198,0,207857,66057,273914,0,35238842,42617158,77856000,20612549,31633090,52245639,55693,0,47353,0,188338544,135814029
"2022-02-15",180027,402801,582828,0,261820,96450,358270,0,35418869,43019959,78438828,20708999,31894910,52603909,252141,0,833899,0,188590685,136647928
"2022-02-16",194555,371495,566050,0,243225,104855,348080,0,35613424,43391454,79004878,20813854,32138135,52951989,242795,0,837447,0,188833480,137485375
"2022-02-17",204544,368311,572855,0,238156,106237,344393,0,35817968,43759765,79577733,20920091,32376291,53296382,233936,0,795584,0,189067416,138280959
"2022-02-18",191846,309781,501627,0,206541,101066,307607,0,36009814,44069546,80079360,21021157,32582832,53603989,239968,0,859508,0,189307384,139140467
"2022-02-19",176681,313099,489780,0,213476,95679,309155,0,36186495,44382645,80569140,21116836,32796308,53913144,226314,0,805661,0,189533698,139946128
"2022-02-20",167607,266928,434535,0,176764,89005,265769,0,36354102,44649573,81003675,21205841,32973072,54178913,113219,0,354959,0,189646917,140301087
"2022-02-21",112959,279601,392560,0,182653,60573,243226,0,36467061,44929174,81396235,21266414,33155725,54422139,47165,0,119384,0,189694082,140420471
"2022-02-22",179518,357563,537081,0,234655,91767,326422,0,36646579,45286737,81933316,21358181,33390380,54748561,191776,0,621930,0,189885858,141042401
"2022-02-23",177061,342471,519532,0,212200,97288,309488,0,36823640,45629208,82452848,21455469,33602580,55058049,207044,0,763929,0,190092902,141806330
"2022-02-24",166545,338845,505390,0,195082,92945,288027,0,36990185,45968053,82958238,21548414,33797662,55346076,217607,0,710916,0,190310509,142517246
"2022-02-25",158342,326190,484532,0,190313,85440,275753,0,37148527,46294243,83442770,21633854,33987975,55621829,220605,0,763049,0,190531114,143280295
"2022-02-26",151041,340089,491130,0,210713,82473,293186,0,37299568,46634332,83933900,21716327,34198688,55915015,141174,0,494396,0,190672288,143774691
"2022-02-27",130270,240342,370612,0,121502,73229,194731,0,37429838,46874674,84304512,21789556,34320190,56109746,269,0,3932,0,190672557,143778623
"2022-02-28",89532,186683,276215,0,82799,54770,137569,0,37519370,47061357,84580727,21844326,34402989,56247315,297042,0,680133,0,190969599,144458756
"2022-03-01",100562,338189,438751,0,146282,55723,202005,0,37619932,47399546,85019478,21900049,34549271,56449320,7235,0,47050,0,190976834,144505806
"2022-03-02",147609,453843,601452,0,180956,79118,260074,0,37767541,47853389,85620930,21979167,34730227,56709394,680,0,1191,0,190977514,144506997
"2022-03-03",137501,249795,387296,0,139277,74488,213765,0,37905042,48103184,86008226,22053655,34869504,56923159,132895,0,1697144,0,191110409,146204141
"2022-03-04",86665,254966,341631,0,144280,49701,193981,0,37991707,48358150,86349857,22103356,35013784,57117140,521033,0,350743,0,191631442,146554884
"2022-03-05",118278,281872,400150,0,153730,62708,216438,0,38109985,48640022,86750007,22166064,35167514,57333578,203986,0,725625,0,191835428,147280509
"2022-03-06",109466,247545,357011,0,143270,62272,205542,0,38219451,48887567,87107018,22228336,35310784,57539120,168062,0,577802,0,192003490,147858311
"2022-03-07",76388,298251,374639,0,169715,45681,215396,0,38295839,49185818,87481657,22274017,35480499,57754516,65273,0,163040,0,192068763,148021351
"2022-03-08",116877,293689,410566,0,161729,65527,227256,0,38412716,49479507,87892223,22339544,35642228,57981772,194941,0,566367,0,192263704,148587718
"2022-03-09",108394,218353,326747,0,127377,56947,184324,0,38521110,49697860,88218970,22396491,35769605,58166096,148944,0,402204,0,192412648,148989922
"2022-03-10",90508,167489,257997,0,90008,47756,137764,0,38611618,49865349,88476967,22444247,35859613,58303860,364313,0,803609,0,192776961,149793531
"2022-03-11",77713,144788,222501,0,36397,43384,79781,0,38689331,50010137,88699468,22487631,35896010,58383641,237353,0,487103,0,193014314,150280634
"2022-03-12",70718,140384,211102,0,58893,40325,99218,0,38760049,50150521,88910570,22527956,35954903,58482859,215164,0,493147,0,193229478,150773781
"2022-03-13",65293,105547,170840,0,62837,37341,100178,0,38825342,50256068,89081410,22565297,36017740,58583037,171016,0,604945,0,193400494,151378726
"2022-03-14",49488,145741,195229,0,91536,28271,119807,0,38874830,50401809,89276639,22593568,36109276,58702844,73543,0,107698,0,193474037,151486424
"2022-03-15",75730,160274,236004,0,105560,42476,148036,0,38950560,50562083,89512643,22636044,36214836,58850880,184827,0,335419,0,193658864,151821843
"2022-03-16",65465,140684,206149,0,94145,38014,132159,0,39016025,50702767,89718792,22674058,36308981,58983039,244613,0,583348,0,193903477,152405191
"2022-03-17",61634,132392,194026,0,88996,36007,125003,0,39077659,50835159,89912818,22710065,36397977,59108042,232651,0,324397,0,194136128,152729588
"2022-03-18",55325,120495,175820,0,83439,32064,115503,0,39132984,50955654,90088638,22742129,36481416,59223545,301391,0,718563,0,194437519,153448151
"2022-03-19",52244,102413,154657,0,68822,30899,99721,0,39185228,51058067,90243295,22773028,36550238,59323266,122093,0,201247,0,194559612,153649398
"2022-03-20",47758,74306,122064,0,48762,28528,77290,0,39232986,51132373,90365359,22801556,36599000,59400556,0,0,617951,0,194559612,154267349
"2022-03-21",34544,120065,154609,0,82146,21033,103179,0,39267530,51252438,90519968,22822589,36681146,59503735,225881,0,102731,0,194785493,154370080
"2022-03-22",54806,134562,189368,0,91813,31472,123285,0,39322336,51387000,90709336,22854061,36772959,59627020,121407,0,1021670,0,194906900,155391750
"2022-03-23",49878,116548,166426,0,80224,29470,109694,0,39372214,51503548,90875762,22883531,36853183,59736714,322631,0,747766,0,195229531,156139516
"2022-03-24",48013,111941,159954,0,80959,29368,110327,0,39420227,51615489,91035716,22912899,36934142,59847041,137294,0,196896,0,195366825,156336412
"2022-03-25",42907,101300,144207,0,73686,25552,99238,0,39463134,51716789,91179923,22938451,37007828,59946279,166512,0,299923,0,195533337,156636335
