"Date","Location","Confirmed","Cured","Deaths"
"2020/05/14","Nusa Tenggara Barat",350,138,7
"2020/05/13","Nusa Tenggara Barat",344,114,7
"2020/05/12","Nusa Tenggara Barat",339,105,6
"2020/05/11","Nusa Tenggara Barat",331,105,6
"2020/05/10","Nusa Tenggara Barat",330,92,6
"2020/05/09","Nusa Tenggara Barat",330,87,6
"2020/05/08","Nusa Tenggara Barat",312,80,5
"2020/05/07","Nusa Tenggara Barat",300,57,5
"2020/05/06","Nusa Tenggara Barat",289,53,5
"2020/05/05","Nusa Tenggara Barat",285,46,4
"2020/05/04","Nusa Tenggara Barat",269,36,4
"2020/05/03","Nusa Tenggara Barat",269,36,4
"2020/05/02","Nusa Tenggara Barat",250,32,4
"2020/05/01","Nusa Tenggara Barat",233,31,4
"2020/04/30","Nusa Tenggara Barat",230,31,4
"2020/04/29","Nusa Tenggara Barat",230,24,4
"2020/04/28","Nusa Tenggara Barat",221,24,4
"2020/04/27","Nusa Tenggara Barat",206,22,4
"2020/04/26","Nusa Tenggara Barat",195,20,4
"2020/04/25","Nusa Tenggara Barat",180,20,4
"2020/04/24","Nusa Tenggara Barat",153,15,4
"2020/04/23","Nusa Tenggara Barat",115,13,4
"2020/04/22","Nusa Tenggara Barat",108,11,4
"2020/04/21","Nusa Tenggara Barat",93,11,4
"2020/04/20","Nusa Tenggara Barat",72,11,4
"2020/04/19","Nusa Tenggara Barat",61,11,3
"2020/04/18","Nusa Tenggara Barat",55,2,2
"2020/04/17","Nusa Tenggara Barat",51,2,2
"2020/04/16","Nusa Tenggara Barat",45,2,2
"2020/04/15","Nusa Tenggara Barat",37,2,2
"2020/04/14","Nusa Tenggara Barat",37,2,2
"2020/04/13","Nusa Tenggara Barat",37,2,2
"2020/04/12","Nusa Tenggara Barat",37,2,2
"2020/04/11","Nusa Tenggara Barat",27,2,2
"2020/04/10","Nusa Tenggara Barat",25,2,0
"2020/04/09","Nusa Tenggara Barat",16,2,0
"2020/04/08","Nusa Tenggara Barat",10,0,0
"2020/04/07","Nusa Tenggara Barat",10,0,0
"2020/04/06","Nusa Tenggara Barat",10,0,0
"2020/04/05","Nusa Tenggara Barat",7,0,0
"2020/04/04","Nusa Tenggara Barat",7,0,0
"2020/04/03","Nusa Tenggara Barat",7,2,0
"2020/04/02","Nusa Tenggara Barat",6,0,0
"2020/04/01","Nusa Tenggara Barat",6,0,0
"2020/03/31","Nusa Tenggara Barat",4,0,0
"2020/03/30","Nusa Tenggara Barat",2,0,0
"2020/03/29","Nusa Tenggara Barat",2,0,0
"2020/03/28","Nusa Tenggara Barat",2,0,0
"2020/03/27","Nusa Tenggara Barat",2,0,0
"2020/03/26","Nusa Tenggara Barat",2,0,0
"2020/03/25","Nusa Tenggara Barat",2,0,0
"2020/03/24","Nusa Tenggara Barat",1,0,0
"2020/03/23","Nusa Tenggara Barat",0,0,0
"2020/03/22","Nusa Tenggara Barat",0,0,0
"2020/03/21","Nusa Tenggara Barat",0,0,0
"2020/03/20","Nusa Tenggara Barat",0,0,0
"2020/03/19","Nusa Tenggara Barat",0,0,0
"2020/03/18","Nusa Tenggara Barat",0,0,0
"2020/03/17","Nusa Tenggara Barat",0,0,0
"2020/03/16","Nusa Tenggara Barat",0,0,0
"2020/03/15","Nusa Tenggara Barat",0,0,0
"2020/03/14","Nusa Tenggara Barat",0,0,0
"2020/03/13","Nusa Tenggara Barat",0,0,0
"2020/03/12","Nusa Tenggara Barat",0,0,0
"2020/03/11","Nusa Tenggara Barat",0,0,0
"2020/03/10","Nusa Tenggara Barat",0,0,0
"2020/03/09","Nusa Tenggara Barat",0,0,0
"2020/03/08","Nusa Tenggara Barat",0,0,0
"2020/03/07","Nusa Tenggara Barat",0,0,0
"2020/03/06","Nusa Tenggara Barat",0,0,0
"2020/03/05","Nusa Tenggara Barat",0,0,0
"2020/03/04","Nusa Tenggara Barat",0,0,0
"2020/03/03","Nusa Tenggara Barat",0,0,0
"2020/03/02","Nusa Tenggara Barat",0,0,0
"2020/05/15","Nusa Tenggara Timur",19,1,1
"2020/05/14","Nusa Tenggara Timur",19,1,1
"2020/05/13","Nusa Tenggara Timur",19,1,0
"2020/05/12","Nusa Tenggara Timur",16,1,0
"2020/05/11","Nusa Tenggara Timur",12,1,0
"2020/05/10","Nusa Tenggara Timur",12,1,0
"2020/05/09","Nusa Tenggara Timur",12,1,0
"2020/05/08","Nusa Tenggara Timur",12,1,0
"2020/05/07","Nusa Tenggara Timur",12,1,0
"2020/05/06","Nusa Tenggara Timur",12,1,0
"2020/05/05","Nusa Tenggara Timur",12,1,0
"2020/05/04","Nusa Tenggara Timur",10,1,0
"2020/05/03","Nusa Tenggara Timur",10,1,0
"2020/05/02","Nusa Tenggara Timur",3,1,0
"2020/05/01","Nusa Tenggara Timur",3,1,0
"2020/04/30","Nusa Tenggara Timur",3,1,0
"2020/04/29","Nusa Tenggara Timur",1,1,0
"2020/04/28","Nusa Tenggara Timur",1,1,0
"2020/04/27","Nusa Tenggara Timur",1,1,0
"2020/04/26","Nusa Tenggara Timur",1,1,0
"2020/04/25","Nusa Tenggara Timur",1,0,0
"2020/04/24","Nusa Tenggara Timur",1,0,0
"2020/04/23","Nusa Tenggara Timur",1,0,0
"2020/04/22","Nusa Tenggara Timur",1,0,0
"2020/04/21","Nusa Tenggara Timur",1,0,0
"2020/04/20","Nusa Tenggara Timur",1,0,0
"2020/04/19","Nusa Tenggara Timur",1,0,0
"2020/04/18","Nusa Tenggara Timur",1,0,0
"2020/04/17","Nusa Tenggara Timur",1,0,0
"2020/04/16","Nusa Tenggara Timur",1,0,0
"2020/04/15","Nusa Tenggara Timur",1,0,0
"2020/04/14","Nusa Tenggara Timur",1,0,0
"2020/04/13","Nusa Tenggara Timur",1,0,0
"2020/04/12","Nusa Tenggara Timur",1,0,0
"2020/04/11","Nusa Tenggara Timur",1,0,0
"2020/04/10","Nusa Tenggara Timur",1,0,0
"2020/04/09","Nusa Tenggara Timur",1,0,0
"2020/04/08","Nusa Tenggara Timur",0,0,0
"2020/04/07","Nusa Tenggara Timur",0,0,0
"2020/04/06","Nusa Tenggara Timur",0,0,0
"2020/04/05","Nusa Tenggara Timur",0,0,0
"2020/04/04","Nusa Tenggara Timur",0,0,0
"2020/04/03","Nusa Tenggara Timur",0,0,0
"2020/04/02","Nusa Tenggara Timur",0,0,0
"2020/04/01","Nusa Tenggara Timur",0,0,0
"2020/03/31","Nusa Tenggara Timur",0,0,0
"2020/03/30","Nusa Tenggara Timur",0,0,0
"2020/03/29","Nusa Tenggara Timur",0,0,0
"2020/03/28","Nusa Tenggara Timur",0,0,0
"2020/03/27","Nusa Tenggara Timur",0,0,0
"2020/03/26","Nusa Tenggara Timur",0,0,0
"2020/03/25","Nusa Tenggara Timur",0,0,0
"2020/03/24","Nusa Tenggara Timur",0,0,0
"2020/03/23","Nusa Tenggara Timur",0,0,0
"2020/03/22","Nusa Tenggara Timur",0,0,0
"2020/03/21","Nusa Tenggara Timur",0,0,0
"2020/03/20","Nusa Tenggara Timur",0,0,0
"2020/03/19","Nusa Tenggara Timur",0,0,0
"2020/03/18","Nusa Tenggara Timur",0,0,0
"2020/03/17","Nusa Tenggara Timur",0,0,0
"2020/03/16","Nusa Tenggara Timur",0,0,0
"2020/03/15","Nusa Tenggara Timur",0,0,0
"2020/03/14","Nusa Tenggara Timur",0,0,0
"2020/03/13","Nusa Tenggara Timur",0,0,0
"2020/03/12","Nusa Tenggara Timur",0,0,0
"2020/03/11","Nusa Tenggara Timur",0,0,0
"2020/03/10","Nusa Tenggara Timur",0,0,0
"2020/03/09","Nusa Tenggara Timur",0,0,0
"2020/03/08","Nusa Tenggara Timur",0,0,0
"2020/03/07","Nusa Tenggara Timur",0,0,0
"2020/03/06","Nusa Tenggara Timur",0,0,0
"2020/03/05","Nusa Tenggara Timur",0,0,0
"2020/03/04","Nusa Tenggara Timur",0,0,0
"2020/03/03","Nusa Tenggara Timur",0,0,0
"2020/03/02","Nusa Tenggara Timur",0,0,0
"2020/05/15","Papua",335,48,6
"2020/05/14","Papua",332,48,6
"2020/05/13","Papua",328,48,6
"2020/05/12","Papua",322,48,6
"2020/05/11","Papua",308,48,6
"2020/05/10","Papua",308,48,6
"2020/05/09","Papua",277,48,6
"2020/05/08","Papua",265,48,6
"2020/05/07","Papua",252,48,6
"2020/05/06","Papua",248,48,6
"2020/05/05","Papua",247,48,6
"2020/05/04","Papua",240,48,6
"2020/05/03","Papua",240,48,6
"2020/05/02","Papua",240,48,6
"2020/05/01","Papua",210,48,6
"2020/04/30","Papua",205,47,6
"2020/04/29","Papua",189,47,6
"2020/04/28","Papua",177,47,6
"2020/04/27","Papua",151,32,6
"2020/04/26","Papua",141,32,6
"2020/04/25","Papua",136,32,6
"2020/04/24","Papua",136,32,6
"2020/04/23","Papua",130,32,6
"2020/04/22","Papua",123,28,6
"2020/04/21","Papua",118,28,6
"2020/04/20","Papua",107,28,6
"2020/04/19","Papua",107,18,6
"2020/04/18","Papua",95,18,6
"2020/04/17","Papua",89,15,6
"2020/04/16","Papua",80,15,6
"2020/04/15","Papua",75,5,3
"2020/04/14","Papua",68,5,3
"2020/04/13","Papua",68,5,3
"2020/04/12","Papua",63,5,3
"2020/04/11","Papua",62,3,2
"2020/04/10","Papua",38,3,2
"2020/04/09","Papua",38,3,2
"2020/04/08","Papua",38,3,2
"2020/04/07","Papua",26,3,2
"2020/04/06","Papua",26,3,2
"2020/04/05","Papua",26,3,1
"2020/04/04","Papua",18,3,1
"2020/04/03","Papua",16,3,0
"2020/04/02","Papua",10,2,0
"2020/04/01","Papua",10,2,0
"2020/03/31","Papua",10,0,0
"2020/03/30","Papua",9,0,0
"2020/03/29","Papua",9,0,0
"2020/03/28","Papua",7,0,0
"2020/03/27","Papua",7,0,0
"2020/03/26","Papua",7,0,0
"2020/03/25","Papua",3,0,0
"2020/03/24","Papua",3,0,0
"2020/03/23","Papua",2,0,0
"2020/03/22","Papua",2,0,0
"2020/03/21","Papua",0,0,0
"2020/03/20","Papua",0,0,0
"2020/03/19","Papua",0,0,0
"2020/03/18","Papua",0,0,0
"2020/03/17","Papua",0,0,0
"2020/03/16","Papua",0,0,0
"2020/03/15","Papua",0,0,0
"2020/03/14","Papua",0,0,0
"2020/03/13","Papua",0,0,0
"2020/03/12","Papua",0,0,0
"2020/03/11","Papua",0,0,0
"2020/03/10","Papua",0,0,0
"2020/03/09","Papua",0,0,0
"2020/03/08","Papua",0,0,0
"2020/03/07","Papua",0,0,0
"2020/03/06","Papua",0,0,0
"2020/03/05","Papua",0,0,0
"2020/03/04","Papua",0,0,0
"2020/03/03","Papua",0,0,0
"2020/03/02","Papua",0,0,0
"2020/05/15","Papua Barat",88,2,1
"2020/05/14","Papua Barat",88,2,1
"2020/05/13","Papua Barat",70,2,1
"2020/05/12","Papua Barat",70,2,1
"2020/05/11","Papua Barat",70,2,1
"2020/05/10","Papua Barat",70,2,1
"2020/05/09","Papua Barat",53,0,1
"2020/05/08","Papua Barat",53,0,1
"2020/05/07","Papua Barat",53,0,1
"2020/05/06","Papua Barat",53,0,1
"2020/05/05","Papua Barat",49,0,1
"2020/05/04","Papua Barat",43,0,1
"2020/05/03","Papua Barat",43,0,1
"2020/05/02","Papua Barat",43,0,1
"2020/05/01","Papua Barat",42,0,1
"2020/04/30","Papua Barat",37,0,1
"2020/04/29","Papua Barat",37,0,1
"2020/04/28","Papua Barat",37,0,1
"2020/04/27","Papua Barat",16,0,1
"2020/04/26","Papua Barat",16,0,1
"2020/04/25","Papua Barat",16,0,1
"2020/04/24","Papua Barat",15,0,1
"2020/04/23","Papua Barat",13,0,1
"2020/04/22","Papua Barat",8,0,1
"2020/04/21","Papua Barat",7,0,1
"2020/04/20","Papua Barat",7,0,1
"2020/04/19","Papua Barat",7,0,1
"2020/04/18","Papua Barat",5,0,1
"2020/04/17","Papua Barat",5,0,1
"2020/04/16","Papua Barat",5,0,1
"2020/04/15","Papua Barat",2,0,1
"2020/04/14","Papua Barat",2,0,1
"2020/04/13","Papua Barat",2,0,1
"2020/04/12","Papua Barat",3,0,1
"2020/04/11","Papua Barat",2,0,1
"2020/04/10","Papua Barat",2,0,1
"2020/04/09","Papua Barat",2,0,1
"2020/04/08","Papua Barat",2,0,1
"2020/04/07","Papua Barat",2,0,1
"2020/04/06","Papua Barat",2,0,1
"2020/04/05","Papua Barat",2,0,1
"2020/04/04","Papua Barat",2,0,1
"2020/04/03","Papua Barat",2,0,1
"2020/04/02","Papua Barat",2,0,1
"2020/04/01","Papua Barat",2,0,1
"2020/03/31","Papua Barat",2,0,1
"2020/03/30","Papua Barat",2,0,0
"2020/03/29","Papua Barat",2,0,0
"2020/03/28","Papua Barat",2,0,0
"2020/03/27","Papua Barat",2,0,0
"2020/03/26","Papua Barat",0,0,0
"2020/03/25","Papua Barat",0,0,0
"2020/03/24","Papua Barat",0,0,0
"2020/03/23","Papua Barat",0,0,0
"2020/03/22","Papua Barat",0,0,0
"2020/03/21","Papua Barat",0,0,0
"2020/03/20","Papua Barat",0,0,0
"2020/03/19","Papua Barat",0,0,0
"2020/03/18","Papua Barat",0,0,0
"2020/03/17","Papua Barat",0,0,0
"2020/03/16","Papua Barat",0,0,0
"2020/03/15","Papua Barat",0,0,0
"2020/03/14","Papua Barat",0,0,0
"2020/03/13","Papua Barat",0,0,0
"2020/03/12","Papua Barat",0,0,0
"2020/03/11","Papua Barat",0,0,0
"2020/03/10","Papua Barat",0,0,0
"2020/03/09","Papua Barat",0,0,0
"2020/03/08","Papua Barat",0,0,0
"2020/03/07","Papua Barat",0,0,0
"2020/03/06","Papua Barat",0,0,0
"2020/03/05","Papua Barat",0,0,0
"2020/03/04","Papua Barat",0,0,0
"2020/03/03","Papua Barat",0,0,0
"2020/03/02","Papua Barat",0,0,0
"2020/05/15","Riau",95,53,6
"2020/05/14","Riau",94,49,6
"2020/05/13","Riau",88,49,6
"2020/05/12","Riau",81,49,6
"2020/05/11","Riau",74,46,6
"2020/05/10","Riau",73,39,6
"2020/05/09","Riau",71,38,6
"2020/05/08","Riau",69,28,6
"2020/05/07","Riau",66,28,6
"2020/05/06","Riau",61,28,6
"2020/05/05","Riau",61,27,6
"2020/05/04","Riau",58,26,6
"2020/05/03","Riau",53,26,5
"2020/05/02","Riau",45,23,5
"2020/05/01","Riau",42,16,4
"2020/04/30","Riau",41,16,4
"2020/04/29","Riau",41,15,4
"2020/04/28","Riau",40,15,4
"2020/04/27","Riau",39,14,4
"2020/04/26","Riau",39,14,4
"2020/04/25","Riau",38,13,4
"2020/04/24","Riau",36,12,4
"2020/04/23","Riau",36,9,4
"2020/04/22","Riau",35,9,4
"2020/04/21","Riau",35,9,4
"2020/04/20","Riau",34,9,4
"2020/04/19","Riau",30,9,4
"2020/04/18","Riau",30,9,4
"2020/04/17","Riau",26,9,4
"2020/04/16","Riau",24,5,3
"2020/04/15","Riau",20,1,0
"2020/04/14","Riau",20,1,0
"2020/04/13","Riau",20,1,0
"2020/04/12","Riau",16,1,0
"2020/04/11","Riau",16,1,0
"2020/04/10","Riau",13,1,0
"2020/04/09","Riau",12,1,0
"2020/04/08","Riau",12,1,0
"2020/04/07","Riau",12,1,0
"2020/04/06","Riau",12,1,0
"2020/04/05","Riau",11,1,0
"2020/04/04","Riau",10,1,0
"2020/04/03","Riau",10,1,0
"2020/04/02","Riau",7,1,0
"2020/04/01","Riau",3,1,0
"2020/03/31","Riau",3,0,0
"2020/03/30","Riau",3,0,0
"2020/03/29","Riau",2,0,0
"2020/03/28","Riau",1,0,0
"2020/03/27","Riau",1,0,0
"2020/03/26","Riau",2,0,0
"2020/03/25","Riau",1,0,0
"2020/03/24","Riau",2,0,0
"2020/03/23","Riau",1,0,0
"2020/03/22","Riau",1,0,0
"2020/03/21","Riau",1,0,0
"2020/03/20","Riau",1,0,0
"2020/03/19","Riau",2,0,0
"2020/03/18","Riau",1,0,0
"2020/03/17","Riau",0,0,0
"2020/03/16","Riau",0,0,0
"2020/03/15","Riau",0,0,0
"2020/03/14","Riau",0,0,0
"2020/03/13","Riau",0,0,0
"2020/03/12","Riau",0,0,0
"2020/03/11","Riau",0,0,0
"2020/03/10","Riau",0,0,0
"2020/03/09","Riau",0,0,0
"2020/03/08","Riau",0,0,0
"2020/03/07","Riau",0,0,0
"2020/03/06","Riau",0,0,0
"2020/03/05","Riau",0,0,0
"2020/03/04","Riau",0,0,0
"2020/03/03","Riau",0,0,0
"2020/03/02","Riau",0,0,0
"2020/05/15","Sulawesi Barat",74,22,2
"2020/05/14","Sulawesi Barat",74,20,2
"2020/05/13","Sulawesi Barat",73,7,2
"2020/05/12","Sulawesi Barat",68,7,2
"2020/05/11","Sulawesi Barat",62,5,2
"2020/05/10","Sulawesi Barat",62,5,2
"2020/05/09","Sulawesi Barat",62,5,2
"2020/05/08","Sulawesi Barat",60,5,2
"2020/05/07","Sulawesi Barat",58,5,2
"2020/05/06","Sulawesi Barat",58,4,2
"2020/05/05","Sulawesi Barat",58,4,2
"2020/05/04","Sulawesi Barat",44,4,1
"2020/05/03","Sulawesi Barat",44,4,1
"2020/05/02","Sulawesi Barat",44,4,1
"2020/05/01","Sulawesi Barat",43,3,1
"2020/04/30","Sulawesi Barat",42,3,1
"2020/04/29","Sulawesi Barat",38,3,1
"2020/04/28","Sulawesi Barat",37,2,1
"2020/04/27","Sulawesi Barat",35,1,1
"2020/04/26","Sulawesi Barat",35,1,1
"2020/04/25","Sulawesi Barat",35,1,1
"2020/04/24","Sulawesi Barat",33,1,1
"2020/04/23","Sulawesi Barat",8,1,1
"2020/04/22","Sulawesi Barat",8,1,1
"2020/04/21","Sulawesi Barat",7,1,1
"2020/04/20","Sulawesi Barat",7,1,1
"2020/04/19","Sulawesi Barat",7,1,1
"2020/04/18","Sulawesi Barat",7,1,1
"2020/04/17","Sulawesi Barat",7,1,1
"2020/04/16","Sulawesi Barat",7,1,1
"2020/04/15","Sulawesi Barat",7,1,1
"2020/04/14","Sulawesi Barat",5,1,1
"2020/04/13","Sulawesi Barat",5,1,1
"2020/04/12","Sulawesi Barat",5,2,1
"2020/04/11","Sulawesi Barat",5,0,1
"2020/04/10","Sulawesi Barat",3,0,0
"2020/04/09","Sulawesi Barat",2,0,0
"2020/04/08","Sulawesi Barat",2,0,0
"2020/04/07","Sulawesi Barat",2,0,0
"2020/04/06","Sulawesi Barat",2,0,0
"2020/04/05","Sulawesi Barat",2,0,0
"2020/04/04","Sulawesi Barat",1,0,0
"2020/04/03","Sulawesi Barat",1,0,0
"2020/04/02","Sulawesi Barat",1,0,0
"2020/04/01","Sulawesi Barat",1,0,0
"2020/03/31","Sulawesi Barat",1,0,0
"2020/03/30","Sulawesi Barat",1,0,0
"2020/03/29","Sulawesi Barat",1,0,0
"2020/03/28","Sulawesi Barat",0,0,0
"2020/03/27","Sulawesi Barat",0,0,0
